I changed my password recently but I can't log in — how do I reset it again?,reset_password
account recovery blocked by 2FA wat 2 do?,account_recovery
why my PayPal payment declined?,payment_issue
I get a 'credentials incorrect' message even though password is correct,login_issue
access past bills US?,billing_history
Login keeps failing (within 48 hours); what could be wrong?,login_issue
I forgot my password — how can I recover access on my laptop?,reset_password
pause subscription temporarily e.g. 1 month?,subscription_management
pause subscription temporarily e.g. 13 months?,subscription_management
change email from US possible?,update_email
package not arrived after 24 hours wat 2 do?,shipping_delay
cant update emial if acct is locked wat do?,update_email
retry failed bank transfer payment how?,payment_issue
payment blocked acct active?,payment_issue
delete acct from Germany possible?,delete_account
track international orders France?,order_tracking
payment blocked acct suspended?,payment_issue
Login keeps failing (after 24 hours); what could be wrong?,login_issue
some bank transfer work some fail — why?,payment_issue
